trans_id,account_id,type,amount,transaction_date,channel,city,state_name
516859,T02035079,A00006897,d,$233.12,01.10.17 00:19:14,c3,Worcester,Massachusetts
516860,T00204276,A00000693,d,$222.76,01.10.17 01:55:25,c2,Jacksonville,Florida
516861,T00023058,A00000075,d,$647.55,01.10.17 03:07:59,c2,New York City,New York
516862,T00181212,A00000615,d,$17.27,01.10.17 03:29:47,c3,Philadelphia,Pennsylvania
516863,T00619645,A00002115,d,$43.17,01.10.17 06:27:19,c2,Washington,District of Columbia
516864,T00445562,A00001513,d,$215.85,01.10.17 07:08:19,c3,Boise,Idaho
516865,T01088113,A00003717,d,$151.1,01.10.17 07:10:38,c4,Cambridge,Massachusetts
516866,T00306565,A00001045,d,$237.44,01.10.17 07:17:00,c2,Columbus,Ohio
516867,T00006114,A00000024,d,$172.68,01.10.17 07:17:43,c3,Chicago,Illinois
516868,T02127583,A00007203,c,$112.24,01.10.17 07:34:09,c4,Somerville,Massachusetts
516869,T00738033,A00002521,d,$133.83,01.10.17 07:50:02,c2,Norwalk,Connecticut
516870,T00449578,A00001528,d,$51.8,01.10.17 07:53:59,c3,Buffalo,New York
516871,T00154395,A00000517,d,$220.17,01.10.17 07:58:08,c2,Yonkers,New York
516872,T00410717,A00001398,c,$51.8,01.10.17 08:00:39,c4,Nashua,New Hampshire
516873,T00727431,A00002487,d,$103.61,01.10.17 08:05:09,c3,Billings,Montana
516874,T01111413,A00003795,d,$176.13,01.10.17 08:22:12,c2,Providence,Rhode Island
516875,T00613442,A00002089,d,$1351.22,01.10.17 08:30:23,c3,Newark,New Jersey
516876,T00075823,A00000252,d,$151.96,01.10.17 08:34:18,c2,Atlanta,Georgia
516877,T02976649,A00009859,d,$43.17,01.10.17 08:34:41,c2,San Antonio,Texas
516878,T00790765,A00002696,d,$120.88,01.10.17 08:41:00,c3,New York City,New York
516879,T00447501,A00001519,d,$647.55,01.10.17 08:41:29,c4,Boston,Massachusetts
516880,T00742885,A00002536,d,$124.33,01.10.17 08:44:53,c3,Manchester,New Hampshire
516881,T00966753,A00003294,d,$21.58,01.10.17 08:45:45,c4,Rochester,New York
516882,T00834357,A00002840,c,$559.96,01.10.17 08:48:24,c4,Louisville,Kentucky
516883,T01921250,A00006511,d,$379.85,01.10.17 08:52:33,c3,Philadelphia,Pennsylvania
516884,T00564733,A00001922,d,$289.24,01.10.17 08:57:52,c3,Lynn,Massachusetts
516885,T00997881,A00003407,d,$259.02,01.10.17 08:58:04,c2,Anchorage,Alaska
516886,T00095560,A00000325,d,$73.39,01.10.17 09:04:59,c3,Rochester,New York
516887,T02349996,A00007753,d,$543.94,01.10.17 09:07:05,c2,Chicago,Illinois
516888,T01057367,A00003614,d,$505.09,01.10.17 09:11:14,c3,Atlanta,Georgia
516889,T02028178,A00006872,d,$736.78,01.10.17 09:11:41,c3,Louisville,Kentucky
516890,T00424174,A00001440,c,$82.02,01.10.17 09:13:01,c3,Lowell,Massachusetts
516891,T00611890,A00002084,d,$69.07,01.10.17 09:18:49,c4,Portland,Maine
