trans_id,account_id,type,amount,transaction_date,channel,city,state_name
691146,T00926542,A00003158,d,$128.21,01.06.18 00:26:29,c4,Somerville,Massachusetts
691147,T00453976,A00001542,d,$41.44,01.06.18 04:02:22,c2,New York City,New York
691148,T00170976,A00000573,d,$17.27,01.06.18 07:01:00,c5,New York City,New York
691149,T01787141,A00006061,d,$423.07,01.06.18 07:03:18,c3,New York City,New York
691150,T00925591,A00003154,d,$145.05,01.06.18 07:08:41,c4,New York City,New York
691151,T02489734,A00008212,d,$1208.76,01.06.18 07:09:49,c3,New Haven,Connecticut
691152,T01109234,A00003787,d,$138.14,01.06.18 07:14:08,c2,Los Angeles,California
691153,T00111554,A00000377,d,$350.63,01.06.18 07:24:42,c4,Los Angeles,California
691154,T00246416,A00000846,d,$675.96,01.06.18 07:33:42,c3,Philadelphia,Pennsylvania
691155,T00108230,A00000366,d,$1250.2,01.06.18 07:40:36,c4,New York City,New York
691156,T00609167,A00002073,d,$1726.8,01.06.18 07:46:00,c1,Quincy,Massachusetts
691157,T00065421,A00000218,c,$609.56,01.06.18 07:48:21,c3,Cranston,Rhode Island
691158,T01327878,A00004533,d,$329.91,01.06.18 07:49:01,c5,Cranston,Rhode Island
691159,T01331793,A00004550,d,$319.46,01.06.18 07:57:28,c3,Cambridge,Massachusetts
691160,T02885544,A00009549,d,$790.01,01.06.18 07:58:35,c3,Charlotte,North Carolina
691161,T00105431,A00000359,d,$142.46,01.06.18 08:00:28,c2,Nashville,Tennessee
691162,T00516112,A00001764,d,$297.87,01.06.18 08:07:04,c3,Cranston,Rhode Island
691163,T01731091,A00005870,c,$1314.05,01.06.18 08:07:30,c2,Rochester,New York
691164,T00975435,A00003323,d,$46.62,01.06.18 08:10:07,c2,Oklahoma City,Oklahoma
691165,T03022686,A00010022,d,$254.7,01.06.18 08:12:40,c2,New York City,New York
691166,T02653563,A00008776,d,$1096.52,01.06.18 08:14:03,c3,Phoenix,Arizona
691167,T00408999,A00001392,d,$569.84,01.06.18 08:31:26,c3,Lynn,Massachusetts
691168,T02505184,A00008268,d,$1623.19,01.06.18 08:32:58,c3,Quincy,Massachusetts
691169,T00607131,A00002067,d,$556.89,01.06.18 08:33:25,c3,Yonkers,New York
691170,T00014680,A00000048,d,$1084.43,01.06.18 08:35:12,c4,Omaha,Nebraska
691171,T00786768,A00002681,d,$509.41,01.06.18 08:39:57,c2,Anchorage,Alaska
691172,T02489405,A00008212,c,$1265.01,01.06.18 08:40:50,c2,New Haven,Connecticut
691173,T00534149,A00001819,d,$271.97,01.06.18 08:42:20,c4,Lowell,Massachusetts
691174,T00273979,A00000939,d,$77.71,01.06.18 08:49:28,c3,Lowell,Massachusetts
691175,T00463882,A00001578,d,$31.08,01.06.18 08:55:42,c5,Worcester,Massachusetts
691176,T00026860,A00000088,d,$16.84,01.06.18 09:00:11,c2,Des Moines,Iowa
691177,T01635759,A00005546,d,$1083.57,01.06.18 09:10:00,c4,Wilmington,Delaware
691178,T01466561,A00004995,c,$2144.9,01.06.18 09:11:58,c3,Kansas City,Missouri
691179,T00967684,A00003297,d,$574.16,01.06.18 09:12:36,c3,Hartford,Connecticut
691180,T00600895,A00002045,d,$202.9,01.06.18 09:19:08,c4,Little Rock,Arkansas
