trans_id,account_id,type,amount,transaction_date,channel,city,state_name
671120,T00302121,A00001029,c,$2082.61,01.05.18 00:34:35,c2,Honolulu,Hawaii
671121,T00912054,A00003109,d,$307.85,01.05.18 01:27:35,c2,Albuquerque,New Mexico
671122,T00526425,A00001796,d,$638.92,01.05.18 02:13:35,c5,Albuquerque,New Mexico
671123,T00850658,A00002897,c,$1450.6,01.05.18 02:25:31,c2,Springfield,Massachusetts
671124,T00370845,A00001261,d,$168.36,01.05.18 07:02:50,c4,New Haven,Connecticut
671125,T00036474,A00000117,d,$120.88,01.05.18 07:05:43,c2,Des Moines,Iowa
671126,T01282089,A00004385,d,$151.1,01.05.18 07:07:27,c4,Minneapolis,Minnesota
671127,T01064429,A00003636,d,$4.32,01.05.18 07:07:45,c2,Omaha,Nebraska
671128,T00034011,A00000109,d,$41.01,01.05.18 07:21:21,c2,Hartford,Connecticut
671129,T00622562,A00002123,d,$56.12,01.05.18 07:46:19,c2,Phoenix,Arizona
671130,T00275103,A00000942,d,$64.76,01.05.18 07:50:47,c4,Boston,Massachusetts
671131,T01470896,A00005011,c,$177.0,01.05.18 07:51:08,c2,Des Moines,Iowa
671132,T01051949,A00003597,d,$729.57,01.05.18 08:23:00,c2,New York City,New York
671133,T02415518,A00007966,d,$90.66,01.05.18 08:23:51,c5,Houston,Texas
671134,T01486644,A00005066,d,$138.14,01.05.18 08:26:45,c2,Oklahoma City,Oklahoma
671135,T00082000,A00000274,d,$150.23,01.05.18 08:27:38,c2,Yonkers,New York
671136,T00281737,A00000965,c,$90.66,01.05.18 08:35:55,c2,Kansas City,Missouri
671137,T03245146,A00010774,c,$211.53,01.05.18 08:42:11,c1,San Diego,California
671138,T00304824,A00001039,d,$236.18,01.05.18 08:43:56,c2,Los Angeles,California
671139,T00872336,A00002971,d,$418.75,01.05.18 08:44:22,c4,Yonkers,New York
671140,T00302347,A00001029,d,$1890.85,01.05.18 08:46:48,c3,Honolulu,Hawaii
671141,T00536394,A00001826,d,$561.21,01.05.18 08:54:46,c1,Indianapolis,Indiana
671142,T00861880,A00002934,d,$543.94,01.05.18 09:00:07,c4,New York City,New York
671143,T02465891,A00008132,d,$349.68,01.05.18 09:00:37,c2,Indianapolis,Indiana
671144,T00634393,A00002167,d,$353.99,01.05.18 09:03:41,c2,Baltimore,Maryland
671145,T02292749,A00007562,d,$418.75,01.05.18 09:15:31,c2,Philadelphia,Pennsylvania
671146,T00859168,A00002927,c,$302.19,01.05.18 09:23:09,c4,Jackson,Mississippi
671147,T00483639,A00001646,c,$1456.64,01.05.18 09:27:26,c3,New York City,New York
671148,T01804094,A00006118,d,$293.56,01.05.18 09:31:33,c1,New York City,New York
671149,T00774309,A00002642,d,$253.84,01.05.18 09:32:00,c2,Cranston,Rhode Island
671150,T00792202,A00002700,d,$133.96,01.05.18 09:35:45,c2,Chicago,Illinois
671151,T00867881,A00002955,d,$127.78,01.05.18 09:40:41,c2,Danbury,Connecticut
671152,T00598230,A00002036,c,$64.76,01.05.18 09:41:53,c2,Los Angeles,California
671153,T00832425,A00002834,d,$453.28,01.05.18 09:50:02,c4,Los Angeles,California
671154,T01879525,A00006363,d,$56.12,01.05.18 09:50:56,c2,Chicago,Illinois
671155,T02314941,A00007636,c,$664.82,01.05.18 09:53:34,c2,Fargo,North Dakota
671156,T03424375,A00011362,d,$211.53,01.05.18 09:53:45,c3,Danbury,Connecticut
671157,T00000759,A00000002,d,$293.56,01.05.18 09:56:21,c3,New York City,New York
671158,T01575958,A00005357,d,$233.12,01.05.18 09:57:14,c5,Los Angeles,California
671159,T00384241,A00001305,d,$103.61,01.05.18 09:58:55,c3,New Bedford,Massachusetts
671160,T00394813,A00001342,d,$109.22,01.05.18 10:06:01,c3,Boston,Massachusetts
671161,T01126625,A00003848,d,$43.17,01.05.18 10:06:12,c3,Kansas City,Missouri
