trans_id,account_id,type,amount,transaction_date,channel,city,state_name
793621,T00558200,A00001898,d,$388.53,01.11.18 00:43:15,c2,Los Angeles,California
793622,T00701862,A00002402,d,$181.31,01.11.18 02:33:07,c1,Albuquerque,New Mexico
793623,T00483742,A00001646,d,$995.41,01.11.18 05:12:08,c3,New York City,New York
793624,T01907991,A00006463,d,$470.55,01.11.18 07:16:07,c5,Baltimore,Maryland
793625,T00635467,A00002169,d,$617.33,01.11.18 07:21:39,c3,New Bedford,Massachusetts
793626,T00974990,A00003322,c,$1111.63,01.11.18 07:30:03,c2,Newton,Massachusetts
793627,T00750417,A00002558,d,$50.51,01.11.18 07:50:57,c4,San Diego,California
793628,T00267868,A00000916,d,$457.6,01.11.18 07:53:01,c3,New York City,New York
793629,T02976598,A00009859,d,$233.12,01.11.18 08:00:33,c3,San Antonio,Texas
793630,T00747879,A00002551,c,$1654.92,01.11.18 08:01:16,c3,Indianapolis,Indiana
793631,T01003955,A00003425,d,$73.39,01.11.18 08:01:17,c4,Los Angeles,California
793632,T00507798,A00001734,d,$630.28,01.11.18 08:28:31,c4,Jackson,Mississippi
793633,T00743688,A00002540,c,$1892.83,01.11.18 08:35:36,c3,Houston,Texas
793634,T00784240,A00002672,d,$25.9,01.11.18 08:48:09,c3,Quincy,Massachusetts
793635,T00335014,A00001139,c,$381.02,01.11.18 08:49:12,c3,Little Rock,Arkansas
793636,T00660479,A00002254,d,$375.58,01.11.18 08:59:45,c2,New York City,New York
793637,T00020084,A00000067,d,$915.42,01.11.18 09:06:07,c3,Baltimore,Maryland
793638,T01083761,A00003701,d,$113.97,01.11.18 09:08:55,c2,Yonkers,New York
793639,T00660099,A00002253,d,$20.72,01.11.18 09:09:03,c3,Chicago,Illinois
793640,T00569695,A00001938,d,$526.67,01.11.18 09:10:22,c2,New York City,New York
793641,T02023463,A00006856,c,$824.55,01.11.18 09:10:33,c3,Wilmington,Delaware
793642,T01027348,A00003508,d,$988.59,01.11.18 09:12:42,c3,Billings,Montana
793643,T01281374,A00004383,c,$840.99,01.11.18 09:13:23,c3,New Britain,Connecticut
793644,T00172119,A00000576,d,$107.92,01.11.18 09:24:01,c3,Lowell,Massachusetts
793645,T01899790,A00006434,d,$211.53,01.11.18 09:28:18,c2,New York City,New York
793646,T00037419,A00000120,d,$220.17,01.11.18 09:31:09,c3,Newton,Massachusetts
793647,T00485915,A00001655,d,$38.85,01.11.18 09:34:09,c2,Manchester,New Hampshire
793648,T00897699,A00003058,d,$971.32,01.11.18 09:39:00,c3,Portland,Maine
793649,T00994436,A00003391,d,$56.12,01.11.18 09:42:26,c2,Chicago,Illinois
793650,T00516244,A00001765,d,$148.5,01.11.18 09:44:05,c3,Albuquerque,New Mexico
793651,T01090242,A00003726,d,$759.79,01.11.18 09:46:30,c4,Houston,Texas
793652,T00762577,A00002603,d,$73.39,01.11.18 09:48:15,c2,Boston,Massachusetts
793653,T00388218,A00001319,d,$651.87,01.11.18 09:53:12,c4,Cambridge,Massachusetts
793654,T00057143,A00000190,d,$159.73,01.11.18 09:54:38,c2,Chicago,Illinois
793655,T00497145,A00001694,d,$669.14,01.11.18 10:01:24,c3,Seattle,Washington
793656,T00075495,A00000250,d,$151.1,01.11.18 10:05:22,c5,Cambridge,Massachusetts
793657,T00997776,A00003407,c,$1383.94,01.11.18 10:12:02,c2,Anchorage,Alaska
793658,T01404499,A00004784,d,$859.08,01.11.18 10:13:22,c3,San Diego,California
793659,T03353747,A00011138,c,$482.9,01.11.18 10:13:40,c3,Los Angeles,California
793660,T00441859,A00001502,c,$2147.15,01.11.18 10:20:47,c3,New York City,New York
793661,T02893174,A00009583,c,$849.8,01.11.18 10:28:39,c3,Des Moines,Iowa
793662,T00881640,A00003003,d,$120.88,01.11.18 10:30:42,c2,Albuquerque,New Mexico
793663,T00005165,A00000021,c,$237.44,01.11.18 10:33:17,c4,Houston,Texas
793664,T00552513,A00001880,d,$47.49,01.11.18 10:37:25,c3,Yonkers,New York
793665,T01425889,A00004858,d,$492.14,01.11.18 10:40:50,c2,Danbury,Connecticut
793666,T01817957,A00006157,d,$979.96,01.11.18 10:44:04,c3,Little Rock,Arkansas
793667,T00091183,A00000309,d,$238.3,01.11.18 10:49:37,c2,Las Vegas,Nevada
793668,T01274525,A00004358,c,$1823.5,01.11.18 10:53:21,c2,Indianapolis,Indiana
793669,T01814959,A00006148,d,$457.6,01.11.18 10:53:49,c4,Chicago,Illinois
793670,T00989637,A00003373,d,$155.41,01.11.18 10:59:15,c4,San Antonio,Texas
793671,T00011460,A00000038,c,$211.53,01.11.18 10:59:54,c5,Atlanta,Georgia
793672,T00430236,A00001461,d,$595.75,01.11.18 11:02:42,c2,New Britain,Connecticut
793673,T01243403,A00004253,d,$1623.19,01.11.18 11:13:15,c3,Wilmington,Delaware
793674,T00790774,A00002696,d,$44.9,01.11.18 11:18:45,c4,New York City,New York
793675,T00466332,A00001587,d,$686.4,01.11.18 11:25:12,c3,New York City,New York
793676,T03302702,A00010973,c,$1423.44,01.11.18 11:34:49,c3,Albuquerque,New Mexico
793677,T01129652,A00003860,d,$326.41,01.11.18 11:41:49,c4,Charlotte,North Carolina
793678,T01211046,A00004143,d,$634.6,01.11.18 11:44:48,c4,Lowell,Massachusetts
793679,T02653741,A00008776,d,$457.6,01.11.18 11:47:16,c4,Phoenix,Arizona
793680,T01198558,A00004103,c,$1045.36,01.11.18 11:57:57,c3,Bridgeport,Connecticut
