trans_id,account_id,type,amount,transaction_date,channel,city,state_name
352485,T00630999,A00002154,d,$11.66,01.01.17 00:29:41,c1,Norwalk,Connecticut
352486,T02879544,A00009528,d,$116.56,01.01.17 00:32:09,c2,Atlanta,Georgia
352487,T02356985,A00007774,d,$1023.13,01.01.17 00:32:47,c2,Chicago,Illinois
352488,T02009024,A00006806,d,$375.58,01.01.17 01:12:50,c1,New York City,New York
352489,T00472765,A00001609,d,$20.72,01.01.17 04:39:47,c2,Manchester,New Hampshire
352490,T01596132,A00005422,d,$440.33,01.01.17 04:40:08,c2,Warwick,Rhode Island
352491,T01501845,A00005120,d,$222.2,01.01.17 04:56:47,c2,New York City,New York
352492,T00065598,A00000218,c,$142.46,01.01.17 06:13:55,c3,Cranston,Rhode Island
352493,T02373307,A00007824,d,$772.74,01.01.17 06:15:16,c2,Lynn,Massachusetts
352494,T00829067,A00002823,d,$41.44,01.01.17 06:43:37,c2,New Bedford,Massachusetts
352495,T00981143,A00003348,d,$62.16,01.01.17 06:52:12,c3,Charlotte,North Carolina
352496,T01067149,A00003646,d,$297.87,01.01.17 07:00:01,c3,Norwalk,Connecticut
352497,T00302569,A00001030,d,$48.35,01.01.17 07:04:33,c3,New Bedford,Massachusetts
352498,T00262498,A00000898,d,$108.79,01.01.17 07:10:39,c4,Somerville,Massachusetts
352499,T00150739,A00000503,d,$56.12,01.01.17 07:11:56,c1,New York City,New York
352500,T01106444,A00003779,d,$112.24,01.01.17 07:18:47,c4,Chicago,Illinois
352501,T00876932,A00002987,d,$31.08,01.01.17 07:19:21,c4,Albuquerque,New Mexico
352502,T00459365,A00001562,d,$37.56,01.01.17 07:24:55,c3,New York City,New York
352503,T00151041,A00000504,d,$31.08,01.01.17 07:25:19,c4,New Britain,Connecticut
352504,T00767334,A00002620,d,$98.43,01.01.17 07:28:07,c2,Virginia Beach,Virginia
352505,T00712597,A00002435,d,$116.56,01.01.17 07:31:38,c4,Bridgeport,Connecticut
352506,T00336859,A00001144,d,$53.1,01.01.17 07:33:22,c3,Quincy,Massachusetts
352507,T00912093,A00003109,d,$90.66,01.01.17 07:34:09,c2,Albuquerque,New Mexico
352508,T01097465,A00003750,d,$113.97,01.01.17 07:37:21,c3,Syracuse,New York
352509,T00825399,A00002812,d,$1191.49,01.01.17 07:39:58,c3,Albuquerque,New Mexico
352510,T00780980,A00002663,d,$79.43,01.01.17 07:40:49,c1,Phoenix,Arizona
352511,T00692240,A00002365,d,$72.53,01.01.17 07:41:03,c2,Billings,Montana
352512,T01105972,A00003778,d,$56.12,01.01.17 07:42:29,c4,New Haven,Connecticut
352513,T00038581,A00000125,d,$116.56,01.01.17 07:45:10,c4,Jacksonville,Florida
352514,T00519371,A00001773,d,$86.34,01.01.17 07:47:14,c3,Salt Lake City,Utah
352515,T00841472,A00002864,d,$642.37,01.01.17 07:47:50,c2,Houston,Texas
352516,T00093662,A00000319,c,$422.12,01.01.17 07:53:01,c3,Charleston,West Virginia
352517,T00814377,A00002772,d,$116.56,01.01.17 07:56:22,c3,Nashville,Tennessee
352518,T00154241,A00000517,d,$46.62,01.01.17 07:57:00,c4,Yonkers,New York
352519,T00771367,A00002632,d,$47.49,01.01.17 08:00:02,c5,New Orleans,Louisiana
352520,T00497832,A00001696,d,$51.8,01.01.17 08:05:48,c2,Wilmington,Delaware
352521,T01068826,A00003651,d,$24.18,01.01.17 08:09:00,c3,Minneapolis,Minnesota
352522,T00925438,A00003153,d,$1148.32,01.01.17 08:11:09,c2,Jacksonville,Florida
352523,T00407630,A00001387,c,$47.49,01.01.17 08:11:30,c2,Danbury,Connecticut
352524,T01039305,A00003554,d,$38.85,01.01.17 08:12:01,c1,Warwick,Rhode Island
352525,T00029617,A00000096,d,$194.26,01.01.17 08:16:39,c1,Cranston,Rhode Island
352526,T00041656,A00000137,d,$72.53,01.01.17 08:20:05,c1,Los Angeles,California
352527,T01907526,A00006461,d,$194.26,01.01.17 08:21:19,c3,Buffalo,New York
352528,T00703636,A00002411,d,$139.87,01.01.17 08:21:33,c3,Lawrence,Massachusetts
352529,T00718262,A00002460,d,$116.56,01.01.17 08:21:48,c4,New York City,New York
352530,T01069360,A00003653,d,$145.05,01.01.17 08:24:37,c2,Des Moines,Iowa
352531,T00790031,A00002694,d,$25.9,01.01.17 08:25:53,c1,Denver,Colorado
352532,T00134107,A00000449,d,$86.34,01.01.17 08:27:19,c4,Atlanta,Georgia
352533,T00788782,A00002689,c,$47.49,01.01.17 08:27:36,c3,Los Angeles,California
352534,T00229607,A00000781,d,$66.05,01.01.17 08:27:43,c2,Salt Lake City,Utah
352535,T00406642,A00001384,d,$987.17,01.01.17 08:29:20,c4,Chicago,Illinois
352536,T00590658,A00002010,d,$41.44,01.01.17 08:30:27,c2,New York City,New York
352537,T00198975,A00000675,d,$119.15,01.01.17 08:30:57,c4,Brockton,Massachusetts
352538,T01203813,A00004119,d,$60.44,01.01.17 08:32:11,c5,Syracuse,New York
352539,T00722259,A00002472,d,$138.14,01.01.17 08:32:14,c3,Lynn,Massachusetts
352540,T00162192,A00000542,d,$55.26,01.01.17 08:35:08,c3,New York City,New York
352541,T00953825,A00003252,d,$31.08,01.01.17 08:35:55,c5,Portland,Oregon
352542,T01215581,A00004161,d,$43.17,01.01.17 08:36:32,c3,New York City,New York
352543,T01946100,A00006592,d,$1787.24,01.01.17 08:37:49,c2,New York City,New York
352544,T00473580,A00001612,d,$116.56,01.01.17 08:37:50,c3,Warwick,Rhode Island
352545,T01091705,A00003733,c,$1455.09,01.01.17 08:38:52,c2,Salt Lake City,Utah
