trans_id,account_id,type,amount,transaction_date,channel,city,state_name
498625,T00302985,A00001031,d,$243.48,01.09.17 00:36:27,c2,Chicago,Illinois
498626,T01107224,A00003781,d,$453.28,01.09.17 03:25:29,c2,Des Moines,Iowa
498627,T02127582,A00007203,d,$185.63,01.09.17 04:28:13,c2,Somerville,Massachusetts
498628,T00445561,A00001513,d,$284.92,01.09.17 07:00:20,c3,Boise,Idaho
498629,T03021282,A00010018,d,$94.97,01.09.17 07:13:30,c2,Washington,District of Columbia
498630,T00922025,A00003142,d,$148.5,01.09.17 07:38:52,c3,Jacksonville,Florida
498631,T00520500,A00001777,d,$142.46,01.09.17 07:42:23,c3,Lynn,Massachusetts
498632,T02089153,A00007082,d,$12.95,01.09.17 07:45:52,c2,New Bedford,Massachusetts
498633,T00131739,A00000442,c,$559.01,01.09.17 07:46:05,c2,Houston,Texas
498634,T00926550,A00003158,d,$41.44,01.09.17 07:48:21,c4,Somerville,Massachusetts
498635,T03402793,A00011295,d,$246.07,01.09.17 07:51:32,c2,Chicago,Illinois
498636,T00044908,A00000150,c,$220.17,01.09.17 07:53:53,c3,New Britain,Connecticut
498637,T00471930,A00001605,d,$297.87,01.09.17 08:01:15,c2,Philadelphia,Pennsylvania
498638,T02305005,A00007606,d,$453.28,01.09.17 08:08:16,c1,Omaha,Nebraska
498639,T02343834,A00007733,d,$362.63,01.09.17 08:09:53,c3,Atlanta,Georgia
498640,T00347507,A00001178,d,$746.84,01.09.17 08:20:39,c3,Manchester,New Hampshire
498641,T00412245,A00001402,d,$77.71,01.09.17 08:20:53,c3,Chicago,Illinois
498642,T00627144,A00002142,c,$43.17,01.09.17 08:22:56,c3,Billings,Montana
498643,T00186706,A00000632,d,$20.72,01.09.17 08:25:59,c3,Newark,New Jersey
498644,T01577170,A00005362,c,$99.29,01.09.17 08:41:58,c2,Yonkers,New York
498645,T00132554,A00000444,c,$185.63,01.09.17 08:42:51,c3,Honolulu,Hawaii
498646,T00513922,A00001758,d,$94.97,01.09.17 09:21:43,c3,Omaha,Nebraska
498647,T00154394,A00000517,d,$617.33,01.09.17 09:29:26,c5,Yonkers,New York
498648,T00927309,A00003160,d,$591.43,01.09.17 09:34:01,c2,Virginia Beach,Virginia
498649,T02520353,A00008316,c,$1291.26,01.09.17 09:39:09,c3,Los Angeles,California
498650,T00058107,A00000194,d,$10.36,01.09.17 09:39:54,c1,Portland,Maine
498651,T00053064,A00000176,c,$645.69,01.09.17 09:42:08,c4,Somerville,Massachusetts
498652,T00588666,A00002003,d,$774.34,01.09.17 09:44:54,c2,Birmingham,Alabama
498653,T00713107,A00002436,d,$332.41,01.09.17 09:46:58,c3,Danbury,Connecticut
498654,T00279073,A00000955,d,$293.56,01.09.17 09:49:35,c2,Quincy,Massachusetts
498655,T00863761,A00002940,c,$410.12,01.09.17 09:53:58,c5,Houston,Texas
498656,T01547053,A00005263,c,$220.17,01.09.17 09:57:31,c4,Phoenix,Arizona
498657,T00410716,A00001398,c,$69.07,01.09.17 09:57:59,c2,Nashua,New Hampshire
498658,T01340808,A00004580,d,$43.17,01.09.17 09:58:10,c2,Boston,Massachusetts
498659,T00326555,A00001115,d,$14.25,01.09.17 10:00:04,c4,Little Rock,Arkansas
498660,T00011873,A00000039,d,$185.63,01.09.17 10:07:22,c3,Providence,Rhode Island
