trans_id,account_id,type,amount,transaction_date,channel,city,state_name
535508,T01946016,A00006592,d,$662.96,01.11.17 00:43:42,c2,New York City,New York
535509,T01169346,A00004009,d,$1001.54,01.11.17 07:00:39,c1,Cambridge,Massachusetts
535510,T00768766,A00002625,c,$2036.37,01.11.17 07:02:33,c4,Worcester,Massachusetts
535511,T01225539,A00004195,d,$1243.3,01.11.17 07:03:42,c2,Danbury,Connecticut
535512,T00936521,A00003196,d,$96.7,01.11.17 07:05:31,c2,New York City,New York
535513,T01754693,A00005952,d,$362.63,01.11.17 07:11:52,c2,Buffalo,New York
535514,T00373457,A00001272,c,$1067.81,01.11.17 07:19:15,c2,Fargo,North Dakota
535515,T00323815,A00001106,d,$643.15,01.11.17 07:22:46,c2,Kansas City,Missouri
535516,T02611714,A00008628,c,$1712.17,01.11.17 07:24:47,c4,Jacksonville,Florida
535517,T00769008,A00002625,d,$1001.54,01.11.17 07:29:40,c3,Worcester,Massachusetts
535518,T00414312,A00001408,d,$1459.15,01.11.17 07:46:36,c3,Detroit,Michigan
535519,T00788107,A00002686,d,$25.9,01.11.17 08:10:12,c2,Honolulu,Hawaii
535520,T00600017,A00002042,d,$37.56,01.11.17 08:15:04,c3,Des Moines,Iowa
535521,T00284625,A00000977,d,$30.22,01.11.17 08:19:17,c3,New York City,New York
535522,T02589849,A00008558,c,$867.11,01.11.17 08:34:15,c3,New York City,New York
535523,T00155908,A00000521,d,$802.96,01.11.17 08:36:55,c3,Boston,Massachusetts
535524,T00326133,A00001114,d,$349.68,01.11.17 08:38:10,c4,Seattle,Washington
535525,T00471929,A00001605,d,$116.56,01.11.17 08:45:06,c4,Philadelphia,Pennsylvania
535526,T00820636,A00002794,d,$608.7,01.11.17 08:46:50,c4,Chicago,Illinois
535527,T00962549,A00003279,c,$90.66,01.11.17 08:48:00,c2,San Diego,California
535528,T01087537,A00003714,c,$17.27,01.11.17 08:49:12,c4,Jacksonville,Florida
535529,T00670017,A00002286,d,$99.29,01.11.17 08:52:42,c4,Los Angeles,California
535530,T01817713,A00006157,c,$794.93,01.11.17 08:53:00,c3,Little Rock,Arkansas
535531,T00795362,A00002710,c,$997.62,01.11.17 08:53:07,c2,Portland,Oregon
535532,T00011045,A00000037,c,$503.36,01.11.17 08:58:28,c4,Kansas City,Missouri
535533,T00856286,A00002917,d,$500.77,01.11.17 09:00:13,c4,Cranston,Rhode Island
535534,T00020839,A00000069,c,$1512.42,01.11.17 09:00:54,c2,Phoenix,Arizona
535535,T00702475,A00002406,d,$155.41,01.11.17 09:00:59,c3,Indianapolis,Indiana
535536,T00769007,A00002625,d,$1411.66,01.11.17 09:06:06,c2,Worcester,Massachusetts
535537,T00861399,A00002933,d,$137.06,01.11.17 09:15:33,c1,Detroit,Michigan
535538,T00859856,A00002930,c,$940.33,01.11.17 09:19:05,c3,New York City,New York
535539,T00123219,A00000414,d,$227.94,01.11.17 09:22:52,c3,New York City,New York
535540,T02094600,A00007099,d,$220.17,01.11.17 09:24:16,c2,New York City,New York
535541,T01037675,A00003549,d,$113.97,01.11.17 09:30:39,c3,San Antonio,Texas
535542,T00179026,A00000605,d,$375.58,01.11.17 09:35:59,c4,Newton,Massachusetts
535543,T00484405,A00001649,d,$872.03,01.11.17 09:36:46,c3,San Diego,California
535544,T00800239,A00002729,d,$248.66,01.11.17 09:43:34,c2,Fargo,North Dakota
535545,T00529150,A00001804,d,$785.69,01.11.17 09:47:19,c2,Kansas City,Missouri
535546,T01075042,A00003674,c,$1321.52,01.11.17 09:48:17,c2,Bridgeport,Connecticut
535547,T02751178,A00009104,d,$1653.41,01.11.17 09:58:09,c2,Detroit,Michigan
535548,T00320045,A00001093,d,$788.59,01.11.17 10:02:37,c3,Houston,Texas
535549,T00608346,A00002070,d,$145.05,01.11.17 10:04:16,c4,Philadelphia,Pennsylvania
535550,T00726186,A00002484,d,$72.53,01.11.17 10:08:13,c3,Chicago,Illinois
535551,T00369630,A00001256,d,$608.7,01.11.17 10:12:56,c5,Bridgeport,Connecticut
535552,T01044929,A00003572,d,$60.44,01.11.17 10:18:39,c1,Newton,Massachusetts
535553,T02868450,A00009491,d,$574.16,01.11.17 10:35:32,c2,Denver,Colorado
