trans_id,account_id,type,amount,transaction_date,channel,city,state_name
576857,T00131747,A00000442,c,$1628.93,01.01.18 00:00:39,c2,Houston,Texas
576858,T00593637,A00002021,d,$228.8,01.01.18 00:03:57,c2,Lawrence,Massachusetts
576859,T00600197,A00002043,d,$124.33,01.01.18 01:41:12,c3,San Diego,California
576860,T00663357,A00002265,d,$608.7,01.01.18 02:28:59,c3,Newton,Massachusetts
576861,T00179585,A00000608,d,$41.44,01.01.18 03:00:18,c2,Birmingham,Alabama
576862,T00938005,A00003200,d,$1532.54,01.01.18 04:13:53,c2,Milwaukee,Wisconsin
576863,T00176374,A00000595,d,$103.61,01.01.18 04:37:18,c2,Kansas City,Missouri
576864,T01111033,A00003793,d,$51.8,01.01.18 05:33:10,c3,Indianapolis,Indiana
576865,T00980731,A00003346,d,$124.33,01.01.18 06:05:36,c2,New York City,New York
576866,T00433721,A00001474,d,$89.79,01.01.18 06:41:41,c2,Norwalk,Connecticut
576867,T00022373,A00000073,d,$107.92,01.01.18 06:44:00,c2,Philadelphia,Pennsylvania
576868,T00555226,A00001890,d,$142.46,01.01.18 07:00:03,c3,New York City,New York
576869,T02628031,A00008688,d,$139.87,01.01.18 07:02:25,c2,Warwick,Rhode Island
576870,T01148307,A00003927,d,$72.53,01.01.18 07:02:45,c3,Cambridge,Massachusetts
576871,T00422538,A00001435,d,$31.08,01.01.18 07:03:56,c2,New York City,New York
576872,T00436784,A00001484,d,$66.91,01.01.18 07:04:08,c2,Los Angeles,California
576873,T01258104,A00004301,d,$125.19,01.01.18 07:05:20,c2,New York City,New York
576874,T00633724,A00002164,d,$36.26,01.01.18 07:12:37,c3,Norwalk,Connecticut
576875,T00435616,A00001480,d,$1028.65,01.01.18 07:19:19,c3,Manchester,New Hampshire
576876,T00489013,A00001668,d,$69.07,01.01.18 07:20:03,c3,Nashua,New Hampshire
576877,T00121948,A00000409,d,$77.71,01.01.18 07:21:56,c3,New York City,New York
576878,T00886293,A00003020,d,$785.69,01.01.18 07:25:55,c2,Columbus,Ohio
576879,T01427387,A00004863,d,$349.68,01.01.18 07:26:22,c4,Indianapolis,Indiana
576880,T01427293,A00004863,d,$932.47,01.01.18 07:27:17,c3,Indianapolis,Indiana
576881,T01014983,A00003469,d,$27.63,01.01.18 07:32:37,c2,Yonkers,New York
576882,T03431174,A00011382,d,$310.82,01.01.18 07:33:31,c3,Chicago,Illinois
576883,T00016102,A00000054,d,$58.28,01.01.18 07:35:56,c2,Charlotte,North Carolina
576884,T00279624,A00000957,d,$7.77,01.01.18 07:37:59,c1,Los Angeles,California
576885,T00046462,A00000154,d,$414.43,01.01.18 07:39:04,c3,San Diego,California
576886,T00315692,A00001077,d,$36.69,01.01.18 07:39:37,c3,Las Vegas,Nevada
576887,T00600567,A00002044,d,$34.54,01.01.18 07:40:25,c2,Seattle,Washington
576888,T00095343,A00000324,d,$86.34,01.01.18 07:42:15,c3,New York City,New York
576889,T00488812,A00001667,d,$113.97,01.01.18 07:46:00,c2,Cambridge,Massachusetts
576890,T00138408,A00000463,d,$124.33,01.01.18 07:48:33,c3,Springfield,Massachusetts
576891,T01310085,A00004473,d,$62.16,01.01.18 07:52:42,c3,Cheyenne,Wyoming
576892,T00037509,A00000120,c,$207.22,01.01.18 07:57:35,c3,Newton,Massachusetts
576893,T02611725,A00008628,c,$1590.17,01.01.18 07:58:20,c3,Jacksonville,Florida
576894,T00536390,A00001826,d,$604.38,01.01.18 07:58:32,c3,Indianapolis,Indiana
576895,T01138898,A00003892,d,$31.08,01.01.18 07:59:00,c3,Wilmington,Delaware
576896,T00130780,A00000439,d,$58.28,01.01.18 07:59:33,c2,Lawrence,Massachusetts
576897,T00135386,A00000454,d,$31.08,01.01.18 08:01:59,c2,Denver,Colorado
576898,T00790036,A00002694,d,$82.89,01.01.18 08:03:58,c2,Denver,Colorado
576899,T02893509,A00009583,c,$164.05,01.01.18 08:04:36,c4,Des Moines,Iowa
576900,T03327340,A00011053,d,$349.68,01.01.18 08:06:59,c3,San Diego,California
576901,T00349062,A00001184,d,$297.87,01.01.18 08:08:12,c2,Las Vegas,Nevada
576902,T00139765,A00000467,d,$21.58,01.01.18 08:08:51,c2,Chicago,Illinois
576903,T03061525,A00010148,d,$401.48,01.01.18 08:12:07,c1,Little Rock,Arkansas
576904,T00869598,A00002961,d,$48.35,01.01.18 08:12:41,c4,Boston,Massachusetts
576905,T01094653,A00003743,d,$82.02,01.01.18 08:16:34,c3,New York City,New York
576906,T00371672,A00001266,d,$103.61,01.01.18 08:17:18,c4,New Bedford,Massachusetts
576907,T00614371,A00002094,d,$33.67,01.01.18 08:18:43,c2,New Britain,Connecticut
576908,T00551269,A00001877,d,$31.08,01.01.18 08:19:01,c4,Yonkers,New York
576909,T01069758,A00003654,d,$34.54,01.01.18 08:20:31,c2,Charleston,West Virginia
576910,T01779265,A00006034,d,$297.87,01.01.18 08:22:24,c3,Seattle,Washington
576911,T00347737,A00001179,d,$34.54,01.01.18 08:26:44,c5,Chicago,Illinois
576912,T01058503,A00003618,d,$77.71,01.01.18 08:31:43,c3,Newark,New Jersey
576913,T00886648,A00003022,d,$131.67,01.01.18 08:31:54,c3,Phoenix,Arizona
576914,T00283683,A00000974,d,$129.51,01.01.18 08:32:30,c4,Newark,New Jersey
576915,T00148776,A00000496,d,$129.51,01.01.18 08:33:42,c2,Lawrence,Massachusetts
576916,T00338071,A00001147,d,$69.07,01.01.18 08:33:56,c4,Portland,Maine
576917,T00804960,A00002742,d,$107.92,01.01.18 08:34:00,c2,Minneapolis,Minnesota
576918,T00046632,A00000155,d,$407.52,01.01.18 08:35:13,c4,Brockton,Massachusetts
576919,T00019572,A00000066,d,$310.82,01.01.18 08:36:47,c3,Worcester,Massachusetts
576920,T00320399,A00001094,d,$82.02,01.01.18 08:37:55,c2,Sioux Falls,South Dakota
576921,T00801636,A00002733,d,$16.84,01.01.18 08:37:58,c2,Yonkers,New York
576922,T00518574,A00001771,d,$34.54,01.01.18 08:38:06,c3,Lawrence,Massachusetts
576923,T01089190,A00003721,d,$37.56,01.01.18 08:40:17,c3,Virginia Beach,Virginia
576924,T00140629,A00000470,d,$60.44,01.01.18 08:40:42,c3,Phoenix,Arizona
576925,T02080102,A00007052,d,$246.07,01.01.18 08:40:49,c5,Lowell,Massachusetts
576926,T00056771,A00000189,d,$25.9,01.01.18 08:40:55,c2,Yonkers,New York
576927,T00040533,A00000132,d,$699.35,01.01.18 08:41:05,c3,Fargo,North Dakota
576928,T01117930,A00003819,d,$88.07,01.01.18 08:41:06,c2,Lawrence,Massachusetts
576929,T00799151,A00002724,d,$375.58,01.01.18 08:43:14,c5,Nashville,Tennessee
576930,T00088565,A00000298,c,$159.73,01.01.18 08:46:00,c4,Sioux Falls,South Dakota
576931,T00053980,A00000180,d,$983.41,01.01.18 08:48:56,c3,Lowell,Massachusetts
576932,T01157221,A00003960,d,$48.35,01.01.18 08:52:01,c1,Phoenix,Arizona
576933,T00810552,A00002762,d,$323.77,01.01.18 08:53:47,c4,Atlanta,Georgia
576934,T00236890,A00000809,d,$124.33,01.01.18 08:54:18,c5,Providence,Rhode Island
576935,T00012677,A00000042,d,$82.89,01.01.18 08:55:38,c2,Charleston,South Carolina
576936,T00090314,A00000305,d,$27.63,01.01.18 08:56:23,c4,Little Rock,Arkansas
576937,T00853091,A00002907,d,$82.02,01.01.18 08:56:35,c2,Los Angeles,California
576938,T00175675,A00000592,d,$20.72,01.01.18 08:57:01,c2,Minneapolis,Minnesota
576939,T00329843,A00001124,d,$302.19,01.01.18 08:58:27,c3,Honolulu,Hawaii
576940,T02687837,A00008896,d,$323.77,01.01.18 08:59:28,c2,Anchorage,Alaska
576941,T00584445,A00001989,d,$75.98,01.01.18 09:00:05,c2,Worcester,Massachusetts
576942,T00799963,A00002728,d,$138.14,01.01.18 09:00:39,c1,New Haven,Connecticut
576943,T00404499,A00001377,d,$6.48,01.01.18 09:00:52,c3,New York City,New York
576944,T00932402,A00003180,d,$212.4,01.01.18 09:02:15,c2,New York City,New York
576945,T00960362,A00003271,d,$16.84,01.01.18 09:04:43,c3,Washington,District of Columbia
576946,T01030708,A00003521,d,$323.77,01.01.18 09:05:36,c3,Rochester,New York
576947,T02005400,A00006792,d,$384.21,01.01.18 09:08:42,c3,New York City,New York
576948,T00088395,A00000297,d,$64.76,01.01.18 09:10:43,c2,Chicago,Illinois
576949,T01229521,A00004208,d,$17.27,01.01.18 09:11:02,c3,New York City,New York
576950,T00663911,A00002267,d,$181.31,01.01.18 09:11:09,c2,Houston,Texas
576951,T00116280,A00000392,d,$47.49,01.01.18 09:11:59,c3,New York City,New York
576952,T00461451,A00001568,d,$94.97,01.01.18 09:12:28,c2,Minneapolis,Minnesota
576953,T02477427,A00008173,d,$220.17,01.01.18 09:13:07,c5,Nashville,Tennessee
576954,T00244658,A00000839,d,$984.28,01.01.18 09:13:11,c3,Baltimore,Maryland
576955,T00654348,A00002237,d,$591.43,01.01.18 09:13:39,c3,Honolulu,Hawaii
576956,T01652613,A00005602,c,$177.0,01.01.18 09:13:39,c4,Atlanta,Georgia
576957,T00003130,A00000012,d,$88.5,01.01.18 09:14:04,c2,Omaha,Nebraska
576958,T02655794,A00008784,d,$349.68,01.01.18 09:14:47,c2,New York City,New York
576959,T01342842,A00004588,d,$120.88,01.01.18 09:14:54,c4,Portland,Oregon
576960,T00285262,A00000979,d,$86.34,01.01.18 09:15:04,c2,Omaha,Nebraska
576961,T02023111,A00006856,c,$713.82,01.01.18 09:15:37,c4,Wilmington,Delaware
576962,T02984208,A00009883,c,$1176.81,01.01.18 09:16:24,c3,New York City,New York
576963,T00850862,A00002898,d,$151.96,01.01.18 09:17:36,c4,Houston,Texas
576964,T00111501,A00000377,c,$1231.25,01.01.18 09:19:04,c3,Los Angeles,California
576965,T00657460,A00002246,d,$207.22,01.01.18 09:19:17,c2,New York City,New York
576966,T00271246,A00000929,d,$25.9,01.01.18 09:20:07,c5,Houston,Texas
576967,T00155796,A00000521,d,$207.22,01.01.18 09:22:05,c2,Boston,Massachusetts
576968,T01032224,A00003528,d,$31.08,01.01.18 09:22:08,c5,Detroit,Michigan
576969,T01218474,A00004171,c,$1831.7,01.01.18 09:22:11,c3,Anchorage,Alaska
