trans_id,account_id,type,amount,transaction_date,channel,city,state_name
613378,T01063679,A00003633,c,$254.7,01.02.18 03:44:23,c2,Albuquerque,New Mexico
613379,T00771698,A00002633,c,$2048.11,01.02.18 05:13:57,c3,Wichita,Kansas
613380,T02374366,A00007828,d,$164.05,01.02.18 07:13:59,c3,Providence,Rhode Island
613381,T00277907,A00000950,c,$302.19,01.02.18 07:23:14,c3,Burlington,Vermont
613382,T00938770,A00003203,d,$29.79,01.02.18 07:33:34,c2,Minneapolis,Minnesota
613383,T02956237,A00009790,c,$2115.33,01.02.18 07:34:06,c4,New Haven,Connecticut
613384,T00054433,A00000181,d,$8.63,01.02.18 07:39:03,c5,Omaha,Nebraska
613385,T00599789,A00002041,d,$253.84,01.02.18 07:41:15,c4,Worcester,Massachusetts
613386,T01363168,A00004650,c,$483.5,01.02.18 07:43:29,c3,Charlotte,North Carolina
613387,T00650985,A00002224,c,$254.7,01.02.18 07:48:00,c3,San Diego,California
613388,T03047967,A00010105,d,$448.97,01.02.18 07:59:50,c2,Lowell,Massachusetts
613389,T01114127,A00003805,d,$155.41,01.02.18 08:05:07,c2,Boston,Massachusetts
613390,T03249108,A00010788,d,$427.38,01.02.18 08:06:39,c2,Danbury,Connecticut
613391,T01129133,A00003858,c,$107.92,01.02.18 08:14:01,c2,Jacksonville,Florida
613392,T00844477,A00002875,d,$125.19,01.02.18 08:15:50,c2,Atlanta,Georgia
613393,T01327812,A00004533,c,$1707.63,01.02.18 08:22:49,c3,Cranston,Rhode Island
613394,T01752812,A00005944,d,$608.7,01.02.18 08:35:38,c2,San Antonio,Texas
613395,T00490728,A00001674,c,$405.8,01.02.18 08:55:09,c3,New York City,New York
613396,T00394240,A00001339,d,$759.79,01.02.18 08:58:36,c3,Yonkers,New York
613397,T00126375,A00000425,d,$51.8,01.02.18 09:00:57,c2,Boston,Massachusetts
613398,T00256032,A00000880,c,$246.07,01.02.18 09:01:24,c3,Honolulu,Hawaii
613399,T00222708,A00000757,d,$116.56,01.02.18 09:02:32,c3,Buffalo,New York
613400,T00800069,A00002728,c,$103.61,01.02.18 09:08:30,c5,New Haven,Connecticut
613401,T01684024,A00005708,d,$574.16,01.02.18 09:15:26,c2,Phoenix,Arizona
613402,T00251398,A00000862,d,$190.51,01.02.18 09:17:43,c2,Phoenix,Arizona
613403,T00600891,A00002045,d,$69.07,01.02.18 09:30:49,c2,Little Rock,Arkansas
613404,T01155371,A00003953,d,$751.37,01.02.18 09:35:19,c3,New York City,New York
613405,T00703802,A00002411,d,$530.99,01.02.18 09:37:57,c4,Lawrence,Massachusetts
613406,T00806982,A00002749,c,$379.9,01.02.18 09:40:48,c3,New York City,New York
613407,T00948181,A00003231,d,$56.12,01.02.18 09:48:52,c4,New Britain,Connecticut
613408,T00334970,A00001138,d,$99.29,01.02.18 10:00:19,c2,Manchester,New Hampshire
613409,T01576267,A00005358,d,$738.21,01.02.18 10:10:11,c3,Charlotte,North Carolina
613410,T00698965,A00002390,d,$509.41,01.02.18 10:11:22,c3,New York City,New York
613411,T02349998,A00007753,d,$556.89,01.02.18 10:13:15,c3,Chicago,Illinois
613412,T00653213,A00002233,d,$20.72,01.02.18 10:13:51,c4,Wilmington,Delaware
613413,T02611752,A00008628,d,$358.31,01.02.18 10:13:54,c3,Jacksonville,Florida
613414,T00495247,A00001688,d,$151.1,01.02.18 10:27:36,c2,Los Angeles,California
613415,T02257728,A00007449,d,$397.16,01.02.18 10:27:59,c2,New York City,New York
613416,T01921258,A00006511,d,$713.43,01.02.18 10:30:41,c3,Philadelphia,Pennsylvania
613417,T00476082,A00001622,c,$172.68,01.02.18 10:34:27,c5,Atlanta,Georgia
613418,T00627495,A00002143,d,$241.75,01.02.18 10:36:52,c2,New York City,New York
613419,T01787137,A00006061,d,$86.34,01.02.18 10:38:09,c3,New York City,New York
613420,T00995201,A00003394,d,$86.34,01.02.18 10:41:57,c4,Minneapolis,Minnesota
613421,T02906893,A00009627,d,$427.38,01.02.18 10:42:16,c3,Newton,Massachusetts
613422,T00155656,A00000521,c,$1691.18,01.02.18 10:46:48,c4,Boston,Massachusetts
613423,T01141819,A00003903,d,$259.02,01.02.18 10:47:03,c2,Brockton,Massachusetts
613424,T01246395,A00004263,c,$120.88,01.02.18 10:52:20,c4,Indianapolis,Indiana
613425,T00368825,A00001254,c,$371.18,01.02.18 10:54:22,c2,Chicago,Illinois
613426,T01501848,A00005120,d,$512.47,01.02.18 10:58:57,c4,New York City,New York
613427,T01099653,A00003756,d,$742.78,01.02.18 11:02:30,c3,Charleston,South Carolina
613428,T00312432,A00001066,c,$328.31,01.02.18 11:13:35,c2,Baltimore,Maryland
613429,T00145743,A00000487,d,$807.28,01.02.18 11:14:00,c2,Fargo,North Dakota
613430,T00561906,A00001911,d,$518.04,01.02.18 11:14:08,c4,Cranston,Rhode Island
613431,T00068673,A00000228,d,$51.8,01.02.18 11:14:26,c2,Indianapolis,Indiana
613432,T00421911,A00001431,d,$69.07,01.02.18 11:20:13,c2,Manchester,New Hampshire
613433,T00124732,A00000419,d,$142.46,01.02.18 11:35:50,c4,Oklahoma City,Oklahoma
613434,T00663635,A00002266,d,$139.87,01.02.18 11:37:27,c4,Buffalo,New York
613435,T00196025,A00000664,d,$120.88,01.02.18 11:38:01,c3,New York City,New York
613436,T00157374,A00000526,d,$119.15,01.02.18 11:41:27,c2,Danbury,Connecticut
613437,T01105096,A00003775,d,$34.54,01.02.18 11:53:24,c2,Atlanta,Georgia
613438,T01897712,A00006425,d,$155.41,01.02.18 12:00:28,c4,Des Moines,Iowa
613439,T01635755,A00005546,c,$405.8,01.02.18 12:04:41,c4,Wilmington,Delaware
613440,T00122019,A00000409,c,$138.14,01.02.18 12:07:38,c3,New York City,New York
613441,T00895400,A00003051,d,$951.51,01.02.18 12:10:48,c3,Boston,Massachusetts
613442,T02580546,A00008523,d,$414.43,01.02.18 12:17:24,c2,Houston,Texas
613443,T00045658,A00000152,c,$12.95,01.02.18 12:26:02,c5,New York City,New York
613444,T02586612,A00008547,c,$595.75,01.02.18 12:26:11,c4,Las Vegas,Nevada
613445,T00801302,A00002732,d,$505.09,01.02.18 12:31:04,c3,Indianapolis,Indiana
613446,T00613348,A00002089,d,$392.85,01.02.18 12:34:06,c3,Newark,New Jersey
613447,T00851754,A00002902,d,$129.51,01.02.18 12:35:00,c3,Birmingham,Alabama
613448,T00093691,A00000319,c,$1085.42,01.02.18 12:37:58,c2,Charleston,West Virginia
613449,T00168673,A00000563,d,$237.44,01.02.18 12:40:30,c3,Hartford,Connecticut
613450,T00179409,A00000607,d,$90.66,01.02.18 12:45:23,c4,Baltimore,Maryland
613451,T00382082,A00001297,c,$51.8,01.02.18 12:47:07,c1,Los Angeles,California
613452,T01853209,A00006273,d,$1605.92,01.02.18 12:52:58,c3,Bridgeport,Connecticut
613453,T00190039,A00000645,c,$732.29,01.02.18 13:01:30,c3,Los Angeles,California
613454,T02780889,A00009203,d,$207.22,01.02.18 13:02:03,c3,Los Angeles,California
613455,T01506019,A00005133,d,$500.77,01.02.18 13:03:23,c4,Cranston,Rhode Island
613456,T03235708,A00010738,d,$479.19,01.02.18 13:10:00,c4,Cheyenne,Wyoming
613457,T01214895,A00004158,d,$1446.2,01.02.18 13:11:51,c3,San Antonio,Texas
613458,T00664707,A00002269,d,$134.69,01.02.18 13:14:42,c3,Seattle,Washington
613459,T00211609,A00000718,d,$271.97,01.02.18 13:15:11,c2,New York City,New York
613460,T02626188,A00008680,c,$77.71,01.02.18 13:15:50,c4,Milwaukee,Wisconsin
613461,T00836048,A00002845,d,$151.1,01.02.18 13:19:36,c4,Nashua,New Hampshire
613462,T00426766,A00001449,c,$129.51,01.02.18 13:24:41,c2,Sioux Falls,South Dakota
613463,T00191170,A00000649,d,$129.51,01.02.18 13:26:14,c3,Lawrence,Massachusetts
613464,T00063261,A00000209,d,$62.16,01.02.18 13:46:35,c3,Jackson,Mississippi
613465,T00516108,A00001764,d,$138.14,01.02.18 14:01:51,c2,Cranston,Rhode Island
613466,T00614950,A00002096,c,$4.32,01.02.18 14:03:52,c1,Birmingham,Alabama
613467,T01852899,A00006273,c,$1842.67,01.02.18 14:07:36,c1,Bridgeport,Connecticut
613468,T00651359,A00002226,d,$82.89,01.02.18 14:08:54,c2,Jacksonville,Florida
613469,T01467587,A00004999,c,$539.62,01.02.18 14:28:35,c3,New York City,New York
613470,T00321345,A00001098,d,$34.54,01.02.18 14:38:45,c4,Charleston,West Virginia
613471,T00910371,A00003101,d,$27.2,01.02.18 14:38:58,c2,New York City,New York
613472,T01731086,A00005870,c,$1447.23,01.02.18 14:44:55,c2,Rochester,New York
613473,T00160698,A00000539,d,$761.04,01.02.18 14:50:15,c3,Oklahoma City,Oklahoma
