trans_id,account_id,type,amount,transaction_date,channel,city,state_name
713408,T00566646,A00001929,c,$8.63,01.07.18 00:51:32,c1,New York City,New York
713409,T02586617,A00008547,c,$479.19,01.07.18 00:54:24,c3,Las Vegas,Nevada
713410,T00306758,A00001046,d,$186.49,01.07.18 02:46:14,c2,New York City,New York
713411,T01103166,A00003768,d,$1485.05,01.07.18 03:43:47,c3,New Haven,Connecticut
713412,T01817992,A00006158,c,$1104.29,01.07.18 04:12:44,c2,Danbury,Connecticut
713413,T01063684,A00003633,c,$142.46,01.07.18 04:26:48,c4,Albuquerque,New Mexico
713414,T00614955,A00002096,d,$60.44,01.07.18 06:00:54,c2,Birmingham,Alabama
713415,T00258020,A00000884,d,$33.67,01.07.18 06:17:30,c3,Jacksonville,Florida
713416,T01166144,A00003996,d,$134.69,01.07.18 06:19:33,c2,New York City,New York
713417,T00792893,A00002701,c,$371.26,01.07.18 06:26:04,c2,Somerville,Massachusetts
713418,T00349405,A00001186,c,$1230.04,01.07.18 07:11:19,c3,Phoenix,Arizona
713419,T00801307,A00002732,d,$341.04,01.07.18 07:21:25,c4,Indianapolis,Indiana
713420,T00120797,A00000405,c,$1139.0,01.07.18 07:54:50,c3,Lowell,Massachusetts
713421,T00472448,A00001607,d,$113.97,01.07.18 07:58:52,c4,Somerville,Massachusetts
713422,T00188016,A00000635,d,$2111.01,01.07.18 08:01:46,c4,Omaha,Nebraska
713423,T02472594,A00008158,d,$910.15,01.07.18 08:12:58,c3,Worcester,Massachusetts
713424,T00174211,A00000585,d,$86.34,01.07.18 08:16:02,c2,Charlotte,North Carolina
713425,T00305311,A00001040,d,$103.61,01.07.18 08:16:03,c2,Atlanta,Georgia
713426,T00840870,A00002862,d,$120.88,01.07.18 08:24:16,c4,Salt Lake City,Utah
713427,T00715532,A00002449,c,$250.39,01.07.18 08:31:54,c3,Minneapolis,Minnesota
713428,T00854358,A00002912,c,$2132.73,01.07.18 08:43:18,c2,Chicago,Illinois
713429,T01897717,A00006425,d,$284.92,01.07.18 08:46:59,c2,Des Moines,Iowa
713430,T00290320,A00000994,c,$496.46,01.07.18 08:48:02,c2,Philadelphia,Pennsylvania
713431,T00267637,A00000915,d,$358.31,01.07.18 08:50:15,c2,Philadelphia,Pennsylvania
713432,T00152972,A00000511,d,$103.61,01.07.18 08:51:20,c3,Las Vegas,Nevada
713433,T00664050,A00002267,d,$211.53,01.07.18 08:58:27,c3,Houston,Texas
713434,T01263490,A00004321,c,$925.74,01.07.18 09:02:31,c3,Charleston,West Virginia
713435,T00303636,A00001033,d,$362.63,01.07.18 09:02:33,c3,Birmingham,Alabama
713436,T02425268,A00007997,c,$1802.48,01.07.18 09:06:54,c2,Detroit,Michigan
713437,T00145748,A00000487,d,$82.02,01.07.18 09:14:17,c4,Fargo,North Dakota
713438,T00927993,A00003163,d,$1403.02,01.07.18 09:15:14,c3,Manchester,New Hampshire
713439,T01170683,A00004014,c,$866.16,01.07.18 09:18:27,c3,Cambridge,Massachusetts
713440,T00360104,A00001223,d,$56.12,01.07.18 09:22:11,c3,Los Angeles,California
713441,T01214900,A00004158,d,$323.77,01.07.18 09:25:36,c2,San Antonio,Texas
713442,T00463608,A00001577,d,$24.61,01.07.18 09:26:54,c4,Danbury,Connecticut
713443,T00645959,A00002206,d,$243.48,01.07.18 09:28:04,c5,Cheyenne,Wyoming
713444,T01195239,A00004092,d,$99.29,01.07.18 09:35:24,c2,Chicago,Illinois
713445,T01141824,A00003903,d,$522.36,01.07.18 10:04:32,c4,Brockton,Massachusetts
713446,T01523866,A00005194,c,$1609.29,01.07.18 10:05:43,c2,New York City,New York
713447,T00848653,A00002890,d,$159.73,01.07.18 10:07:11,c2,Lawrence,Massachusetts
713448,T00124737,A00000419,d,$289.24,01.07.18 10:10:03,c2,Oklahoma City,Oklahoma
713449,T00452848,A00001539,d,$215.85,01.07.18 10:12:01,c2,New York City,New York
713450,T01256801,A00004296,d,$902.25,01.07.18 10:12:45,c1,Norwalk,Connecticut
713451,T00277913,A00000950,c,$802.96,01.07.18 10:18:41,c3,Burlington,Vermont
713452,T00685004,A00002338,d,$362.63,01.07.18 10:19:32,c2,Quincy,Massachusetts
713453,T00184117,A00000625,d,$349.68,01.07.18 10:24:49,c2,Los Angeles,California
713454,T00091900,A00000311,d,$17.27,01.07.18 10:28:36,c5,Buffalo,New York
713455,T00755042,A00002576,d,$1071.78,01.07.18 10:31:53,c3,New York City,New York
713456,T01062544,A00003629,d,$414.43,01.07.18 10:32:34,c2,Worcester,Massachusetts
713457,T00180879,A00000613,d,$1148.32,01.07.18 10:33:06,c2,Chicago,Illinois
713458,T03037015,A00010068,c,$1907.42,01.07.18 10:37:15,c2,New York City,New York
713459,T00425902,A00001446,d,$569.84,01.07.18 10:37:27,c3,New Bedford,Massachusetts
713460,T03081139,A00010215,d,$487.82,01.07.18 10:57:03,c3,Bridgeport,Connecticut
713461,T00839078,A00002857,c,$1794.84,01.07.18 10:59:54,c3,Atlanta,Georgia
713462,T03253663,A00010807,d,$828.86,01.07.18 11:00:24,c1,Little Rock,Arkansas
713463,T01683985,A00005708,c,$851.83,01.07.18 11:00:51,c3,Phoenix,Arizona
713464,T00726476,A00002485,d,$148.5,01.07.18 11:05:18,c2,Manchester,New Hampshire
713465,T01635760,A00005546,d,$850.45,01.07.18 11:07:45,c1,Wilmington,Delaware
713466,T02707353,A00008957,c,$1984.4,01.07.18 11:18:14,c2,New York City,New York
713467,T01519614,A00005180,d,$427.6,01.07.18 11:26:13,c5,Houston,Texas
713468,T02347105,A00007745,c,$1555.11,01.07.18 11:30:52,c3,Jacksonville,Florida
713469,T00188017,A00000635,d,$1005.86,01.07.18 11:40:04,c4,Omaha,Nebraska
713470,T00495250,A00001688,d,$56.12,01.07.18 11:45:44,c2,Los Angeles,California
