trans_id,account_id,type,amount,transaction_date,channel,city,state_name
411294,T01524036,A00005194,d,$440.33,01.04.17 02:17:38,c1,New York City,New York
411295,T00239589,A00000817,d,$332.41,01.04.17 04:00:23,c4,Indianapolis,Indiana
411296,T00145045,A00000485,d,$466.24,01.04.17 04:43:26,c2,Seattle,Washington
411297,T00374244,A00001274,d,$454.28,01.04.17 05:51:31,c2,Houston,Texas
411298,T00615610,A00002099,c,$740.93,01.04.17 06:03:35,c2,Columbus,Ohio
411299,T00300180,A00001022,d,$595.75,01.04.17 06:40:38,c3,Salt Lake City,Utah
411300,T00449471,A00001528,d,$168.36,01.04.17 07:07:19,c3,Buffalo,New York
411301,T00550293,A00001874,d,$12.95,01.04.17 07:18:45,c2,Boston,Massachusetts
411302,T00098553,A00000337,c,$561.51,01.04.17 07:32:10,c4,Milwaukee,Wisconsin
411303,T00261753,A00000896,d,$302.19,01.04.17 07:38:52,c3,Columbus,Ohio
411304,T00827999,A00002819,d,$222.76,01.04.17 07:42:23,c2,Sioux Falls,South Dakota
411305,T00260992,A00000893,d,$967.01,01.04.17 07:43:02,c1,Hartford,Connecticut
411306,T02373310,A00007824,d,$1463.46,01.04.17 08:09:21,c2,Lynn,Massachusetts
411307,T00771739,A00002633,d,$453.28,01.04.17 08:17:50,c4,Wichita,Kansas
411308,T01193794,A00004086,d,$572.05,01.04.17 08:18:31,c4,Warwick,Rhode Island
411309,T00526340,A00001796,d,$217.58,01.04.17 08:29:23,c3,Albuquerque,New Mexico
411310,T00437951,A00001487,d,$16.84,01.04.17 08:30:16,c2,Warwick,Rhode Island
411311,T01305022,A00004456,d,$1480.73,01.04.17 08:32:54,c3,Las Vegas,Nevada
411312,T00688314,A00002350,d,$824.55,01.04.17 08:33:36,c3,Albuquerque,New Mexico
411313,T00759625,A00002591,d,$12.95,01.04.17 08:34:21,c1,New York City,New York
411314,T03123760,A00010365,d,$108.31,01.04.17 08:43:38,c4,Virginia Beach,Virginia
411315,T00901331,A00003071,d,$798.64,01.04.17 08:44:15,c3,Manchester,New Hampshire
411316,T00664344,A00002268,d,$651.87,01.04.17 09:04:32,c3,New York City,New York
411317,T00990692,A00003377,d,$893.62,01.04.17 09:06:02,c3,Chicago,Illinois
411318,T01503113,A00005125,c,$999.95,01.04.17 09:14:07,c2,New York City,New York
411319,T01128154,A00003854,d,$7.77,01.04.17 09:14:28,c2,Washington,District of Columbia
411320,T00046352,A00000154,d,$138.14,01.04.17 09:27:45,c2,San Diego,California
411321,T00148635,A00000496,d,$88.07,01.04.17 09:30:31,c3,Lawrence,Massachusetts
411322,T00912599,A00003111,d,$448.97,01.04.17 09:36:41,c5,Lynn,Massachusetts
411323,T01781843,A00006040,d,$522.36,01.04.17 09:45:39,c5,New York City,New York
411324,T01468135,A00005001,c,$1287.03,01.04.17 09:46:47,c4,Hartford,Connecticut
411325,T00121769,A00000408,d,$56.12,01.04.17 09:47:20,c3,Manchester,New Hampshire
411326,T01502054,A00005120,d,$69.07,01.04.17 09:48:47,c3,New York City,New York
411327,T00835876,A00002844,d,$72.53,01.04.17 09:52:01,c3,Wilmington,Delaware
411328,T02438128,A00008038,d,$145.05,01.04.17 09:53:05,c3,Charleston,West Virginia
411329,T00235423,A00000803,d,$1977.19,01.04.17 10:02:16,c3,Atlanta,Georgia
411330,T03249520,A00010789,d,$1044.11,01.04.17 10:03:13,c2,Rochester,New York
411331,T02907808,A00009631,d,$297.87,01.04.17 10:06:45,c2,Nashville,Tennessee
411332,T00142978,A00000478,d,$587.11,01.04.17 10:21:49,c5,Brockton,Massachusetts
411333,T02043838,A00006927,c,$142.46,01.04.17 10:25:00,c2,Chicago,Illinois
411334,T00646029,A00002206,c,$30.22,01.04.17 10:35:06,c4,Cheyenne,Wyoming
411335,T00082116,A00000274,d,$366.94,01.04.17 10:37:45,c2,Yonkers,New York
411336,T00497282,A00001695,c,$1112.32,01.04.17 10:48:16,c3,Yonkers,New York
411337,T00938399,A00003201,c,$133.83,01.04.17 10:59:32,c5,Charlotte,North Carolina
411338,T02402675,A00007926,d,$155.41,01.04.17 11:00:12,c2,Lawrence,Massachusetts
411339,T00827661,A00002818,c,$4.32,01.04.17 11:04:20,c5,Fargo,North Dakota
411340,T00614385,A00002094,d,$10.36,01.04.17 11:05:27,c5,New Britain,Connecticut
411341,T00437627,A00001486,d,$168.36,01.04.17 11:26:36,c2,Norwalk,Connecticut
411342,T00951137,A00003242,c,$133.83,01.04.17 11:38:11,c5,Anchorage,Alaska
411343,T00670644,A00002289,d,$207.22,01.04.17 11:39:19,c2,New York City,New York
411344,T00263022,A00000899,d,$556.89,01.04.17 11:44:41,c2,Philadelphia,Pennsylvania
411345,T00825402,A00002812,d,$777.06,01.04.17 11:48:27,c2,Albuquerque,New Mexico
