trans_id,account_id,type,amount,transaction_date,channel,city,state_name
733272,T00071232,A00000237,d,$112.24,01.08.18 00:00:23,c4,Buffalo,New York
733273,T00761942,A00002600,d,$284.92,01.08.18 02:54:20,c2,New York City,New York
733274,T00970558,A00003307,d,$75.55,01.08.18 04:28:06,c2,Boise,Idaho
733275,T00320169,A00001093,d,$720.94,01.08.18 06:07:19,c2,Houston,Texas
733276,T00258019,A00000884,d,$11.66,01.08.18 07:00:24,c2,Jacksonville,Florida
733277,T00290969,A00000997,c,$38.85,01.08.18 07:00:54,c2,Houston,Texas
733278,T00703145,A00002409,d,$181.31,01.08.18 07:03:43,c3,Yonkers,New York
733279,T00997057,A00003403,d,$732.12,01.08.18 07:04:07,c3,Norwalk,Connecticut
733280,T00706265,A00002419,c,$1673.1,01.08.18 07:14:00,c3,New Orleans,Louisiana
733281,T01006593,A00003437,c,$731.69,01.08.18 07:25:28,c2,New York City,New York
733282,T01005734,A00003433,d,$77.71,01.08.18 07:57:21,c2,New Britain,Connecticut
733283,T02963807,A00009814,d,$353.99,01.08.18 08:01:40,c3,Phoenix,Arizona
733284,T00086402,A00000289,d,$155.41,01.08.18 08:07:38,c3,New York City,New York
733285,T00504930,A00001724,d,$142.46,01.08.18 08:15:13,c2,Worcester,Massachusetts
733286,T00684912,A00002337,d,$362.63,01.08.18 08:16:10,c4,Newton,Massachusetts
733287,T03254976,A00010812,d,$177.0,01.08.18 08:22:33,c3,Baltimore,Maryland
733288,T00720627,A00002467,d,$954.06,01.08.18 08:36:51,c2,Salt Lake City,Utah
733289,T00786919,A00002681,d,$859.08,01.08.18 08:37:00,c3,Anchorage,Alaska
733290,T00993333,A00003389,c,$1518.5,01.08.18 08:48:05,c2,Oklahoma City,Oklahoma
733291,T00878911,A00002993,d,$664.82,01.08.18 08:51:32,c4,New York City,New York
733292,T01273234,A00004354,d,$513.72,01.08.18 08:54:12,c2,Bridgeport,Connecticut
733293,T03136821,A00010411,c,$1267.34,01.08.18 08:58:35,c1,Charleston,South Carolina
733294,T00323770,A00001106,d,$379.9,01.08.18 09:04:39,c2,Kansas City,Missouri
733295,T00427612,A00001452,d,$738.21,01.08.18 09:08:30,c3,Cheyenne,Wyoming
733296,T00004130,A00000017,d,$237.44,01.08.18 09:12:17,c2,New York City,New York
733297,T01131233,A00003865,d,$181.31,01.08.18 09:13:19,c5,Buffalo,New York
733298,T00440997,A00001498,d,$1498.0,01.08.18 09:23:53,c3,Nashua,New Hampshire
733299,T00062054,A00000206,d,$139.87,01.08.18 09:25:03,c2,Fall River,Massachusetts
733300,T00179184,A00000606,d,$535.31,01.08.18 09:28:58,c3,Rochester,New York
733301,T01542715,A00005250,c,$736.01,01.08.18 09:33:17,c4,Washington,District of Columbia
733302,T00619462,A00002114,d,$30.22,01.08.18 09:48:32,c3,Boise,Idaho
733303,T00617157,A00002104,d,$349.68,01.08.18 09:49:32,c2,Worcester,Massachusetts
733304,T00725448,A00002482,d,$21.58,01.08.18 09:50:43,c5,New York City,New York
733305,T01075269,A00003674,d,$293.51,01.08.18 09:55:41,c4,Bridgeport,Connecticut
733306,T00450013,A00001530,d,$107.06,01.08.18 09:58:07,c3,Los Angeles,California
733307,T00067853,A00000225,c,$651.87,01.08.18 09:58:08,c3,New York City,New York
733308,T00074443,A00000245,d,$436.02,01.08.18 10:03:17,c2,Newton,Massachusetts
733309,T00532355,A00001813,d,$301.11,01.08.18 10:03:53,c4,Charleston,West Virginia
733310,T00720198,A00002466,d,$129.51,01.08.18 10:11:35,c2,Charleston,South Carolina
733311,T00235177,A00000802,d,$181.31,01.08.18 10:18:16,c4,Louisville,Kentucky
733312,T00293660,A00001003,d,$608.7,01.08.18 10:25:05,c2,Anchorage,Alaska
733313,T00227032,A00000772,d,$116.56,01.08.18 10:25:30,c4,Cheyenne,Wyoming
733314,T00573943,A00001953,c,$934.98,01.08.18 10:32:39,c3,Boston,Massachusetts
733315,T00504798,A00001723,d,$427.38,01.08.18 10:39:38,c2,Los Angeles,California
733316,T00986735,A00003365,d,$131.24,01.08.18 10:41:57,c5,Nashville,Tennessee
733317,T00474420,A00001616,c,$69.07,01.08.18 10:43:00,c3,Virginia Beach,Virginia
733318,T00582831,A00001982,d,$60.44,01.08.18 10:52:56,c2,Seattle,Washington
733319,T00480189,A00001636,d,$664.82,01.08.18 10:55:21,c4,Hartford,Connecticut
733320,T00296904,A00001012,d,$582.79,01.08.18 11:00:40,c3,Newton,Massachusetts
733321,T01126953,A00003849,d,$397.16,01.08.18 11:03:24,c2,Rochester,New York
733322,T00092858,A00000316,d,$43.17,01.08.18 11:05:19,c5,Nashua,New Hampshire
733323,T01295003,A00004423,c,$953.06,01.08.18 11:07:47,c2,Charleston,South Carolina
733324,T00091100,A00000308,c,$146.78,01.08.18 11:13:01,c3,Fall River,Massachusetts
733325,T00721445,A00002470,d,$483.5,01.08.18 11:17:11,c2,Baltimore,Maryland
733326,T01033140,A00003532,d,$410.12,01.08.18 11:28:50,c4,New Britain,Connecticut
733327,T00234070,A00000797,d,$292.78,01.08.18 11:38:22,c1,New Bedford,Massachusetts
733328,T00211382,A00000718,c,$1983.75,01.08.18 11:41:29,c1,New York City,New York
733329,T01103016,A00003767,d,$177.0,01.08.18 12:03:39,c4,New York City,New York
733330,T00527407,A00001800,d,$587.11,01.08.18 12:07:21,c3,Springfield,Massachusetts
733331,T00546178,A00001858,d,$90.66,01.08.18 12:14:59,c4,Philadelphia,Pennsylvania
733332,T00738127,A00002521,d,$841.82,01.08.18 12:26:59,c1,Norwalk,Connecticut
733333,T01043343,A00003567,d,$859.08,01.08.18 12:28:04,c3,Indianapolis,Indiana
733334,T00118590,A00000397,d,$358.31,01.08.18 12:31:24,c4,Nashville,Tennessee
733335,T02372929,A00007824,c,$2123.79,01.08.18 12:32:55,c2,Lynn,Massachusetts
733336,T00376020,A00001280,d,$100.15,01.08.18 12:36:20,c2,Los Angeles,California
733337,T00498351,A00001698,d,$487.82,01.08.18 12:42:02,c3,Cranston,Rhode Island
733338,T01080339,A00003689,c,$660.33,01.08.18 13:00:18,c2,Washington,District of Columbia
733339,T01267759,A00004336,d,$621.65,01.08.18 13:13:32,c1,Jacksonville,Florida
733340,T03302683,A00010973,c,$894.66,01.08.18 13:16:19,c2,Albuquerque,New Mexico
733341,T01089687,A00003724,d,$384.21,01.08.18 13:29:53,c3,Baltimore,Maryland
733342,T01187533,A00004066,d,$530.99,01.08.18 13:30:09,c5,Philadelphia,Pennsylvania
733343,T02915401,A00009656,d,$511.87,01.08.18 13:32:21,c3,Fall River,Massachusetts
733344,T00761297,A00002598,d,$854.77,01.08.18 13:36:14,c3,New York City,New York
733345,T00619051,A00002112,c,$151.1,01.08.18 13:43:18,c4,Portland,Maine
733346,T02920977,A00009673,c,$94.97,01.08.18 13:53:08,c2,Yonkers,New York
733347,T00608705,A00002071,d,$656.18,01.08.18 13:56:54,c2,Sioux Falls,South Dakota
733348,T01203066,A00004116,d,$129.51,01.08.18 13:58:47,c4,Seattle,Washington
733349,T00038586,A00000125,d,$401.48,01.08.18 14:00:39,c5,Jacksonville,Florida
733350,T01001398,A00003418,d,$116.65,01.08.18 14:22:14,c2,Billings,Montana
733351,T00912533,A00003111,d,$212.4,01.08.18 14:31:24,c4,Lynn,Massachusetts
733352,T01147076,A00003923,d,$172.68,01.08.18 14:35:00,c1,New Haven,Connecticut
733353,T00158325,A00000530,d,$552.23,01.08.18 14:40:03,c5,Houston,Texas
733354,T00809731,A00002759,d,$872.03,01.08.18 14:40:39,c3,San Diego,California
733355,T01531493,A00005215,d,$248.66,01.08.18 14:43:24,c3,Lowell,Massachusetts
733356,T03284517,A00010911,c,$228.8,01.08.18 14:44:07,c2,New York City,New York
733357,T00809580,A00002759,c,$1766.04,01.08.18 14:45:26,c4,San Diego,California
733358,T00139979,A00000468,d,$138.14,01.08.18 14:59:37,c5,Burlington,Vermont
733359,T00720793,A00002468,d,$32.38,01.08.18 15:05:03,c5,Charlotte,North Carolina
733360,T00717026,A00002456,d,$759.71,01.08.18 15:06:15,c3,Newton,Massachusetts
733361,T03198762,A00010613,d,$500.77,01.08.18 15:15:26,c3,Lowell,Massachusetts
733362,T01234541,A00004225,d,$64.76,01.08.18 15:22:59,c3,Lowell,Massachusetts
733363,T00098472,A00000336,d,$526.67,01.08.18 15:26:41,c5,Nashua,New Hampshire
733364,T02039121,A00006910,d,$755.13,01.08.18 15:29:01,c3,Yonkers,New York
733365,T00498690,A00001699,d,$27.63,01.08.18 15:42:19,c4,Hartford,Connecticut
733366,T01716189,A00005817,d,$1864.94,01.08.18 15:42:41,c4,Syracuse,New York
733367,T01114121,A00003805,d,$217.58,01.08.18 15:45:55,c3,Boston,Massachusetts
733368,T02349792,A00007753,c,$456.87,01.08.18 15:56:59,c2,Chicago,Illinois
