trans_id,account_id,type,amount,transaction_date,channel,city,state_name
554117,T01544660,A00005256,c,$1892.44,01.12.17 00:21:09,c2,Philadelphia,Pennsylvania
554118,T01170707,A00004014,d,$573.47,01.12.17 00:36:05,c2,Cambridge,Massachusetts
554119,T00701958,A00002403,d,$47.49,01.12.17 00:38:50,c3,Wichita,Kansas
554120,T00603971,A00002056,c,$2129.53,01.12.17 05:29:23,c2,Brockton,Massachusetts
554121,T00970273,A00003306,d,$362.63,01.12.17 05:44:29,c4,Rochester,New York
554122,T03215911,A00010670,d,$543.94,01.12.17 06:14:19,c2,Lynn,Massachusetts
554123,T00579908,A00001973,d,$62.16,01.12.17 06:51:30,c5,Somerville,Massachusetts
554124,T01466460,A00004994,d,$638.92,01.12.17 06:58:14,c2,New York City,New York
554125,T00168270,A00000562,d,$535.31,01.12.17 07:17:41,c3,Buffalo,New York
554126,T00196557,A00000666,d,$30.22,01.12.17 07:25:11,c2,San Antonio,Texas
554127,T02873834,A00009510,d,$509.41,01.12.17 07:27:32,c4,New York City,New York
554128,T01598829,A00005428,c,$1110.46,01.12.17 07:32:27,c3,New Orleans,Louisiana
554129,T02751179,A00009104,c,$198.58,01.12.17 07:43:44,c4,Detroit,Michigan
554130,T01073969,A00003669,d,$56.12,01.12.17 07:58:34,c4,Yonkers,New York
554131,T01132456,A00003869,d,$897.94,01.12.17 07:59:54,c2,Philadelphia,Pennsylvania
554132,T01730476,A00005868,c,$642.15,01.12.17 08:01:00,c3,Portland,Maine
554133,T01176882,A00004035,d,$362.63,01.12.17 08:03:25,c3,New York City,New York
554134,T01155792,A00003954,d,$202.9,01.12.17 08:04:47,c5,Virginia Beach,Virginia
554135,T00464452,A00001580,d,$259.02,01.12.17 08:07:38,c3,Lawrence,Massachusetts
554136,T00312300,A00001065,d,$133.83,01.12.17 08:08:15,c1,Philadelphia,Pennsylvania
554137,T00368684,A00001253,d,$64.76,01.12.17 08:11:51,c4,Indianapolis,Indiana
554138,T01005328,A00003431,d,$222.76,01.12.17 08:15:24,c2,Phoenix,Arizona
554139,T00576183,A00001962,d,$246.07,01.12.17 08:18:02,c4,Syracuse,New York
554140,T01225540,A00004195,d,$461.92,01.12.17 08:19:54,c3,Danbury,Connecticut
554141,T00806846,A00002749,d,$129.51,01.12.17 08:34:28,c2,New York City,New York
554142,T00670018,A00002286,d,$263.34,01.12.17 08:38:37,c2,Los Angeles,California
554143,T00358995,A00001219,d,$248.66,01.12.17 08:39:14,c3,New York City,New York
554144,T01271459,A00004347,d,$777.06,01.12.17 08:40:02,c2,New York City,New York
554145,T01152828,A00003942,d,$436.02,01.12.17 08:44:19,c4,San Antonio,Texas
554146,T00598091,A00002035,d,$582.79,01.12.17 08:46:17,c2,Hartford,Connecticut
554147,T00939382,A00003206,d,$89.79,01.12.17 08:47:31,c2,Bridgeport,Connecticut
554148,T00296603,A00001011,d,$530.99,01.12.17 08:55:10,c3,Cheyenne,Wyoming
554149,T01215059,A00004159,d,$125.19,01.12.17 08:56:18,c3,Chicago,Illinois
554150,T00268098,A00000917,d,$120.88,01.12.17 08:56:41,c3,Cambridge,Massachusetts
554151,T00554380,A00001887,d,$34.54,01.12.17 09:00:31,c3,Cranston,Rhode Island
554152,T02402740,A00007926,d,$1023.13,01.12.17 09:04:20,c3,Lawrence,Massachusetts
554153,T01911210,A00006473,d,$60.44,01.12.17 09:06:50,c2,Portland,Oregon
554154,T00055341,A00000185,d,$582.79,01.12.17 09:13:25,c3,Birmingham,Alabama
554155,T00865038,A00002944,c,$215.85,01.12.17 09:17:40,c3,Virginia Beach,Virginia
554156,T00784964,A00002675,c,$911.41,01.12.17 09:20:41,c3,New York City,New York
554157,T00572190,A00001947,d,$34.54,01.12.17 09:26:53,c4,Sioux Falls,South Dakota
554158,T01781659,A00006040,d,$43.17,01.12.17 09:28:14,c3,New York City,New York
554159,T00965723,A00003290,d,$569.84,01.12.17 09:31:41,c3,Atlanta,Georgia
554160,T00678810,A00002319,c,$1189.16,01.12.17 09:31:44,c4,Brockton,Massachusetts
554161,T00556365,A00001893,d,$116.56,01.12.17 09:32:15,c4,Worcester,Massachusetts
554162,T01393098,A00004746,d,$2788.78,01.12.17 09:35:08,c3,Houston,Texas
554163,T00430775,A00001463,d,$22.02,01.12.17 09:35:50,c2,Birmingham,Alabama
554164,T00977965,A00003334,d,$548.26,01.12.17 09:38:49,c1,Danbury,Connecticut
