trans_id,account_id,type,amount,transaction_date,channel,city,state_name
444570,T00054338,A00000181,d,$246.07,01.06.17 00:26:04,c1,Omaha,Nebraska
444571,T00799365,A00002725,d,$448.97,01.06.17 01:00:00,c2,New Haven,Connecticut
444572,T01084993,A00003706,d,$255.57,01.06.17 02:02:43,c4,Washington,District of Columbia
444573,T01365508,A00004659,d,$1068.07,01.06.17 05:52:18,c2,Cambridge,Massachusetts
444574,T00442688,A00001505,d,$315.14,01.06.17 06:33:08,c2,Lawrence,Massachusetts
444575,T00359464,A00001221,d,$1614.56,01.06.17 07:00:42,c1,Cheyenne,Wyoming
444576,T00222422,A00000756,d,$120.88,01.06.17 07:07:11,c3,Newton,Massachusetts
444577,T00804926,A00002742,d,$1001.54,01.06.17 07:20:31,c3,Minneapolis,Minnesota
444578,T02908343,A00009633,d,$595.75,01.06.17 07:36:19,c3,Los Angeles,California
444579,T00413969,A00001407,c,$1683.67,01.06.17 07:37:41,c3,Atlanta,Georgia
444580,T03037107,A00010068,d,$802.96,01.06.17 07:37:42,c2,New York City,New York
444581,T00433926,A00001475,d,$427.99,01.06.17 07:38:23,c3,New York City,New York
444582,T00486083,A00001656,d,$846.13,01.06.17 07:42:20,c3,Charleston,West Virginia
444583,T01158100,A00003965,d,$220.17,01.06.17 07:47:57,c1,Des Moines,Iowa
444584,T00408279,A00001390,d,$448.97,01.06.17 07:59:20,c1,Lawrence,Massachusetts
444585,T00249071,A00000855,d,$25.9,01.06.17 08:05:34,c4,New York City,New York
444586,T01053235,A00003602,d,$1200.13,01.06.17 08:06:27,c3,Albuquerque,New Mexico
444587,T00647106,A00002212,d,$107.06,01.06.17 08:10:55,c2,Salt Lake City,Utah
444588,T01814815,A00006148,d,$248.66,01.06.17 08:22:39,c3,Chicago,Illinois
444589,T00982632,A00003353,d,$103.61,01.06.17 08:29:27,c2,Chicago,Illinois
444590,T00756356,A00002581,d,$310.82,01.06.17 08:47:58,c4,Philadelphia,Pennsylvania
444591,T00847380,A00002885,d,$436.02,01.06.17 08:49:05,c3,New York City,New York
444592,T00708424,A00002425,d,$94.97,01.06.17 08:55:32,c4,Manchester,New Hampshire
444593,T00969835,A00003305,d,$185.63,01.06.17 09:01:40,c4,Oklahoma City,Oklahoma
444594,T00587947,A00002001,d,$401.48,01.06.17 09:06:01,c5,Rochester,New York
444595,T00320735,A00001096,d,$51.8,01.06.17 09:19:05,c4,Little Rock,Arkansas
444596,T00386256,A00001312,d,$142.46,01.06.17 09:20:51,c4,Minneapolis,Minnesota
444597,T00409888,A00001396,c,$1770.49,01.06.17 09:26:55,c4,San Diego,California
444598,T00204526,A00000694,d,$239.59,01.06.17 09:27:09,c2,Danbury,Connecticut
444599,T01501157,A00005118,d,$113.97,01.06.17 09:30:09,c3,Philadelphia,Pennsylvania
444600,T01128781,A00003856,d,$319.46,01.06.17 09:30:12,c2,Cheyenne,Wyoming
444601,T02414903,A00007965,c,$388.01,01.06.17 09:37:07,c4,Lowell,Massachusetts
444602,T00374241,A00001274,d,$309.62,01.06.17 09:45:46,c4,Houston,Texas
444603,T00124018,A00000417,c,$386.72,01.06.17 09:47:30,c3,New Britain,Connecticut
444604,T01025801,A00003502,d,$785.69,01.06.17 10:00:16,c3,Chicago,Illinois
444605,T01764251,A00005984,d,$194.26,01.06.17 10:09:20,c4,Nashville,Tennessee
444606,T00985680,A00003362,d,$781.38,01.06.17 10:18:44,c3,New Britain,Connecticut
444607,T00555016,A00001889,d,$187.79,01.06.17 10:21:11,c2,Quincy,Massachusetts
444608,T02997019,A00009928,d,$237.44,01.06.17 10:22:24,c4,Lynn,Massachusetts
444609,T02489715,A00008212,d,$919.52,01.06.17 10:22:49,c3,New Haven,Connecticut
444610,T00770719,A00002630,d,$99.29,01.06.17 10:23:17,c4,Phoenix,Arizona
444611,T00240975,A00000822,d,$397.16,01.06.17 10:26:29,c3,Fargo,North Dakota
444612,T00735950,A00002513,d,$107.92,01.06.17 10:26:58,c2,Los Angeles,California
444613,T01266047,A00004329,d,$86.34,01.06.17 10:27:25,c4,New York City,New York
