trans_id,account_id,type,amount,transaction_date,channel,city,state_name
651504,T00040628,A00000132,d,$224.48,01.04.18 02:30:55,c4,Fargo,North Dakota
651505,T02005403,A00006792,d,$233.12,01.04.18 03:10:15,c1,New York City,New York
651506,T01503289,A00005125,d,$250.39,01.04.18 04:20:48,c2,New York City,New York
651507,T01001177,A00003417,d,$90.66,01.04.18 06:49:42,c2,Worcester,Massachusetts
651508,T01211100,A00004144,c,$229.02,01.04.18 06:55:03,c2,New York City,New York
651509,T00943091,A00003217,d,$385.16,01.04.18 07:01:30,c5,Rochester,New York
651510,T01575957,A00005357,d,$392.85,01.04.18 07:23:06,c3,Los Angeles,California
651511,T01270848,A00004346,c,$1474.86,01.04.18 07:25:29,c2,Wichita,Kansas
651512,T00804494,A00002741,d,$148.76,01.04.18 07:27:27,c5,Louisville,Kentucky
651513,T00564082,A00001919,d,$138.14,01.04.18 07:29:43,c4,Albuquerque,New Mexico
651514,T00850716,A00002897,d,$582.79,01.04.18 07:33:53,c3,Springfield,Massachusetts
651515,T00468414,A00001594,d,$410.12,01.04.18 07:35:39,c3,Louisville,Kentucky
651516,T02119436,A00007176,d,$656.18,01.04.18 07:44:07,c1,New York City,New York
651517,T03353890,A00011138,d,$181.31,01.04.18 07:51:54,c4,Los Angeles,California
651518,T00773214,A00002639,d,$120.88,01.04.18 07:58:26,c2,Milwaukee,Wisconsin
651519,T01701370,A00005767,d,$271.97,01.04.18 08:01:19,c2,Philadelphia,Pennsylvania
651520,T00268906,A00000921,d,$302.19,01.04.18 08:01:27,c2,Detroit,Michigan
651521,T00088568,A00000298,d,$397.16,01.04.18 08:03:36,c2,Sioux Falls,South Dakota
651522,T00500071,A00001703,d,$47.49,01.04.18 08:05:36,c1,Philadelphia,Pennsylvania
651523,T02465074,A00008129,d,$530.99,01.04.18 08:06:28,c4,Cheyenne,Wyoming
651524,T00311259,A00001061,d,$38.85,01.04.18 08:06:50,c2,Portland,Maine
651525,T01212794,A00004150,d,$522.36,01.04.18 08:08:12,c2,Newton,Massachusetts
651526,T00987833,A00003368,c,$125.19,01.04.18 08:11:43,c2,New Orleans,Louisiana
651527,T01470895,A00005011,d,$526.67,01.04.18 08:26:44,c2,Des Moines,Iowa
651528,T00301827,A00001026,d,$526.67,01.04.18 08:29:36,c3,Kansas City,Missouri
651529,T01141148,A00003901,d,$120.88,01.04.18 08:34:17,c1,Portland,Oregon
651530,T00384240,A00001305,d,$181.31,01.04.18 08:46:03,c2,New Bedford,Massachusetts
651531,T01014063,A00003466,d,$729.57,01.04.18 08:46:07,c3,Phoenix,Arizona
651532,T00496384,A00001692,d,$310.82,01.04.18 08:48:25,c2,Cambridge,Massachusetts
651533,T00457417,A00001554,d,$103.61,01.04.18 08:54:43,c4,Charleston,West Virginia
651534,T02459977,A00008114,d,$587.11,01.04.18 09:07:46,c4,Quincy,Massachusetts
651535,T00489016,A00001668,d,$112.24,01.04.18 09:17:42,c3,Nashua,New Hampshire
651536,T02120224,A00007181,c,$385.16,01.04.18 09:19:30,c4,Syracuse,New York
651537,T00139768,A00000467,d,$159.73,01.04.18 09:22:14,c5,Chicago,Illinois
651538,T00413984,A00001407,c,$1766.95,01.04.18 09:32:05,c3,Atlanta,Georgia
651539,T02292748,A00007562,d,$932.47,01.04.18 09:33:39,c3,Philadelphia,Pennsylvania
651540,T00192290,A00000652,d,$212.4,01.04.18 09:36:01,c4,Omaha,Nebraska
651541,T00715692,A00002450,d,$77.71,01.04.18 09:44:32,c2,Worcester,Massachusetts
